resource_id,review,rating,label
1142,"Really cool, and by the way I really like the stick figure icons that you used. Where did you find them? Overall, this was informative, easy to understand and beneficial. The best part of this assignment in the graduated structure of the work, you enable the student to interact with the material and then continue on at the learner's own pace. this is great because it achieves self-directed growth through interactive learning opportunities. Well done!  Though I did have problems with the Stair when I got to  the 20/5+5x3= slide. Each answer that I selected was considered wrong and I could get no further. However, this was an interesting way to look at a math theory that I wish I had had when I was in school. It was also very nice the uniformity of the slide, it really made it seems as if it was a fluid presentation and clear about its outcomes.  Well done!",4,Positive
1147,"These online lectures provide good graphics and theoretical discussions, plus the use of applets to teach basic concepts in E&M.  Should be a very useful resource for those teaching the subject.  ",5,Positive
1151,On Netscape (Solaris) this applet ran so fast as to be useless.,1,Negative
1158,"Cheap trick to send us to iTunes for so-called professional material. Also, i agree with one of the comments made . . . that the images used to describe phobias are demeaning. Bad job here!",1,Negative
1164,"I spent something over an hour exploring this material, and highly recommend it.  This collection of problems, though useful in themselves, are perhaps even more useful as examples and/or templates for instructor-customized physlet problems. Most are of excellent quality.  Both qualitative and quantitative problems are included within the set.  Some are rather difficult, and will provide a challenge for very good students.  Others should be accessible to all students in an introductory course who take the time to think about them.  Most probe student understanding in ways not accessible to typical end-of-chapter problems.  Some work will need to be done by instructors to modify these (e.g., remove the answers, put randomness in the problems) if they are to be useful for graded homework, although they can be used as is for study self-study beyond the basic in-class presentation.",4,Positive
1182,Site directs to URL selling computer software and parts.  The URL is no longer valid.,1,Negative
1183,"Exellent review of dermatology, very well done, love the quiz at the end!!",5,Positive
1191,"Very nice.  The use of realistic objects is very motivating, and the implementation is smooth.  Thank you.",5,Positive
1194,"Although some content may still be relevant, it is based on APA 5th edition. Since those working in the field(s) of psychological sciences, should be adhering to APA 6th edition, this resource may not be particularly useful unless updated.",1,Negative
1233,"I spent about 10min browsing. The content amount is perfect for assistance in writing a paper. Everything that I would need to know about Newton is there in an easy to read format. You can also hit the links if you need to go into more detail on a certain aspect of his life, or if you need to research a particular accomplishment. ",5,Positive
1268,We are now talking about DNA in my 7th grade life science course and this would be a great activity to show them the process of DNA expratction and they could also see REAL DNA which would fascinate my students. I will probably be doing this sometime next week!,4,Positive
1298,Great source of info! we are using it as a resopurce for our Palliative Care research group for one of my graduate courses I am in. Thank you for the time you put into it!,4,Positive
1316,This quarterly has a global perspective on nonprofits so it covers much more than US nonprofits.  It has 2 categories of articles on nonprofits: philanthropy and performance.  It has articles grouped together by the date they were published.,3,Neutral
1332,i browsed through this web site for about 10 minutes.  it is very helpful on giving good guidlines on interviews.  it is very helpful and it is very easy to follow.Technical Remarks: This is a great web site!  It is very informative and really gives you step-by-step information.,3,Positive
1334,"Interesting information.  However, there was heavy emphasis on the social problems of the era, but minimal information on the actual fire, and the steps taken to improve fire safety in multi-story buildings after the fire occurred.",3,Neutral
1351,This was a good exercise but it wasn't as exciting as it might be.,3,Neutral
1355,"      This StAIR is easy to follow and provides good information. To work with the multiple scenarios gave me an opportunity to check my skills. Each of the steps were well broken down and provided a good depth of information. I really think the instructional strategies for the reviews and practices allowed me to better understand this StAIR. Sometimes the flow of the document was interrupted by the accidental clicks which forward the page. It would be nice if only the links moved the document forward. Regarding Assistive Technology A.T., I like the use of color and font, it makes it easier for those with visual problems. The only thing I would like to be different is to have some auditory representation during the presentation.Technical Remarks:The page is active and can throuw the flow of sink. It would be nice if only the links worked.",4,Positive
1391,"I attended a three-day seminar at the YIVO Institute, one of the focuses of which was the application of this Web site to the classroom. Although this site specifically deals with East European Jewish history and Yiddish culture, it could be used effectively in Western Civilization, advanced European, and other college courses, especially for courses that touch on the Holocaust or Eastern Europe. Among the site's many features are careful timelines, interactive maps(especially useful for tracking changes in East European political geography and the emigration of Jews to North America), as well as numerous photographs culled from YIVO's massive archives. One point our seminar addressed is that the Institute grants permission for fair-use photographic reproduction from the site, provided that credit is given to the YIVO Institute for Jewish Research. One of the site's most remarkable features, located in Places/Lublin, is a walk down Lubartovka Steet, which is not only interactive but provides translations of Yiddish and Polish signage. Audio files of Yiddish music and poetry are also included, as well as many translated documents.Technical Remarks:The site is user friendly, but some features are counterintuitive (be sure and click on the tiny icons in the upper lefthand corner for browsing). Teachers should immediately click on the ""For Teachers"" link, which provides an extensive, seven-part curriculum guide downloadable for free in PDF.",5,Positive
1392,"The video ""Out of Africa: African Missionaries to the Mississippi Delta"" is a compact and highly original telling of key themes in the history of contemporary Christianity, the growing importance of African Christianity and the growing interconnectedness of evangelicals.  I have recommended this video to my colleagues teaching modern Christian history in a distance format, as the film provides both a self-contained look at the subject and ample material for discussion.  It would also be useful in the classroom.",5,Positive
1393,This lesson applies practical application of finance and clearly explains a complex topic. Great use of links to help explain and use interactive to gain understanding of topic. Requiring a short essay and research problem checks for understanding and provides a way to rubric lesson. Requiring skills necessary to complete task provides a way to determine students that need extra time to obtain calulator and web research skills. Perhaps providing a hand-out of steps for calucator use would help support students who struggle with multi-step directions.,4,Positive
1403,"I was looking for a site that deals with English grammar.However, I suggest that this site have a spell check.  ""curriculum"" is a good word and should be spelled correctly.",2,Neutral
1410,Is this an ad or what?!? Is this supposed to be academic material or a teaching aid?!? The perspective reader is requested to subscribe to a mailing list before being allowed to access any information. The access to information should be open. Thus I'd never give my email to access this document. Nor I'd never suggest it to anyone of my students.,1,Negative
1430,Part one of three excellent interactive exercises that investigate the concept of signal transduction. Students are required to draw conclusions from information and data provided. This is a very difficult concept for students. Very well organized and well written. Have used in class successfully.Technical Remarks:Requires Flash player,5,Positive
1447,"I spent about 15 minutes on this website, being quizzed/tutored. The content is useful if someone wants to brush up on skills, but I think it would be more helpful if you could ask it specific questions. It has the potential to help people who mabey havent taken a math class recently, or who ust want to get in some pratice. Its pretty easy to use, but mabey you can ask specific questions, and I just was  unable to find that area.",4,Positive
1481,"This free app can be used for notetaking and recording comments or lectures. It allows you to target a concept and put together a visual summary with voice-over, save it, and use it when you need it--perhaps with a presentation or in class with students. And... it is fun to use.Technical Remarks:This app is compatible with the iPad. It requires OS 5.0 or later.",5,Positive
1486,"A nice compendium of activities that will require an on ground teacher to negotiate.  Navigation is not intuitive, but a few of the activities may become favorites for teachers to assign to students.  Overall, resource lacks consistency of design.",3,Neutral
1489,"Excellent source for giving a non corporate view of the place of food in the world. Up to date and wide reaching. Food First is a very active group that not only provides information and perspectives, but is also activily involved in trying to change governmental policies so that they do put food first.",5,Positive
1508,This is a pretty cool concept. It definitely would be meant for students that were geared towards computer technology and applications.  I could see some students that were less familiar with technology may struggle.  I assume the students that would be in your class doing this lesson would have the skills background to do this.  I might provide students with a list of safe programs or applications or even recommend them based on ease of use. Good Job!,5,Positive
1515,This URL takes you to the first opening page of the materials:  https://press.rebus.community/media-innovation-and-entrepreneurship/,1,Neutral
1521,"This is a very interesting site.  I am not familiar with supply chain management, but I played the game, overstocked and balanced in 36 weeks. It would be interesting to explore the concepts behind it. It kept my attention.",4,Positive
1531,"The link does not appear to be working. I could not access the material/source. Consequently, rated ""poor"" even though it may, in fact, be an outstanding resource.",1,Neutral
1569,This site could be easily used directly as a powerpoint in the classroom to teach students how to identify artifact material. Includes helpful tips and photographs.,4,Positive
1605,This is no longer available from the referring source.,1,Negative
1642,I really found this a fun tool to inspire new search strategies with google.  Lots of ah-ha moments.  I think even my LIS graduate students would think this is fun and an engaging visualization.,5,Positive
1671,"Clever use of animation to guide the student through a relatively complex networking operation.  The various pieces of equipment are given ""personalities"" that capture the student's attention, and there's a nice sense of humor to the tutorial.Technical Remarks:The ""sniffing"" exercise doesn't work properly in IE 9.",4,Positive
1686,the applet is neat but more info a/b rolling without slipping would further drive the point home. kmorgan,3,Neutral
1686,"Good way of illustrating angular and linear velocity.Technical Remarks: Controls tend to leap about a bit, which becomes inconvenient at times.",4,Positive
1692,"I found this to be a beneficial tool for teaching students about sonata allegro form.  As a visual learner it helped me to be able to “see” where each of the sections of the song begins.  By highlighting the sections as it goes along, students who are weak at reading notation were able to follow along even if they had trouble processing the notes as quick as the song’s tempo.  The ability to pause and point to the sections on the computer display was quite beneficial to class discussions. Technical Remarks:It would have been beneficial to have a fast forward or rewind option.  It would have been helpful to be able to repeat a section that was causing trouble for students.  Also, it would have been useful to be able to skip ahead to a certain measure number or at the least to jump to the next section so students would be able to hear different sections independently.",4,Positive
1702,"Currently this link takes you to a generic ""under construction"" site. The course content is currently not available through this link. ",1,Negative
1708,"I spent two hours reviewing the materials and various components of The Poetry Archive.The Poetry Archive provides a wide collection of poems that are easily accessed by users.  The website contains an archive of thousands of copyright free poems, many of which are often required reading in college literature courses.The Discussion Forum feature of this website offers useful information for students interested in poetry analysis.  The Forum has three specific components:  General Discussion, Homework Assistance, User Submitted Poetry.For students writing analysis papers, the general Discussion and Homework Assistance Forums are helpful for sharing ideas, asking questions and getting feedback from other readers of poetry.  While these remarks are not from scholarly sources--they are generally from other students-- they are useful for reflective students hoping to develop a reasonable interpretation or analysis that makes sense.The Poetry Archive claims ""to provide the largest free archive of classical poetry available on the Internet with a simple user interface."" The listing of poems is fairly comprehensive--certainly as diverse as any course literature anthology of poems.Technical Remarks:Navigating around the website is fairly easy and unencumbered.  I found it to be a bit slow in jumping to specific commentary about the poems.The search feature for specific authors, poems and discussion is easy to use but does not always take the use to the exact information requested.Each poem listed on the website has three possible features to access:  Links, Interpretations and Discussion.  The Links and Interpretations features appear to be under construction--these are not in use at this time.  Perhaps these will be live in the future; if so,
 this will significantly enhance the usefulness of the site.",4,Positive
1715,"Parts of the materials have been used by students as reference materials in two courses on software engineering. The materials embody a customized version of Rational Unified Process for the educational environment. The knowledge base provides guidelines for unifying the software development team by identifying and assigning responsibilities, artifacts, and tasks to members of the team. Many artifacts in the knowledge base are derived from a project case study and are used as examples or templates. A glossary, an extensive bibliography, and whitepapers are available for further reference.The materials represent educationally significant concepts and models for software engineering even if they have been developed in the context of a commercial process model. They are well prepared and easy to use. Such practical guidance is important for project-based software engineering courses. ",5,Positive
1721,"This is an extensive list but is not as well organized as I would like.  However, with some reading and time you will be able to find a number of significant resources about virtual organizations, outsourcing, and other Web resources.  A number of links from this reference are no longer active.The following links were helpful to me:Virtual Corporations, Human Issues & Information Technology (Malhotra)At Verifone It's a Dog's Life (And They Love It!)Computing for the People: Social Computing in 'Virtual' DomainsOutsourcing: A Quick Overview from CIOBuying Core Competencies?: A Study of the Impact of Outsourcing on IT Infrastructure Flexibility (Duncan)",3,Neutral
1741,"This material was quite good when originally submitted 12 years ago, however it is severely outdated at this time. Activities reference files which are not present on the website. Activities reference software which is no longer supported.",1,Negative
1756,"Well, I reviewed the material in its entirety.I spent 15 minutes browing the website.The materials shown in the website are informative but not well put togehter.I really don't think that first time users would find this site user friendly.Technical Remarks: The website itself could use a better webmaster.",1,Negative
1756,I have spent many hours reviewing the material in this site and have used this site for research.  This site has excellent potential for enhancing your learning in many different areas of mental health.  The site has many links that are quite interesting and useful.Technical Remarks: I find the site quite easy to use.  First-time uses will not have any problems using this site.,5,Positive
1772,"This page has little pedagogical value, as opinions are presented, not facts.  The content of the page is advocacy, not information.",1,Negative
1782,The instructions how to use this simulator are not clear. The navigation is confusing and also the user interface is poor.,1,Negative
1794,"I reviewed this book with the thought of using it for an undergraduate epidemiology class. Therefore, my comments and overall rating about this online resource should be read with that in mind.  The author recommends Lessons 1-5 if the textbook is used for this target audience.  
Content
The content of ActivEpi is comprehensive and represents current thinking in the field of epidemiology.  These concepts are often taught in masters level epidemiology methods courses, and I would suggest that group as a target audience.  
Format of ActivEpi
The layout of the textbook is simple and very well thought out.  The homepage lists all 15 lessons.  If you click on a lesson, you will see a brief overview of the lesson along with links for 3-5 mini-lessons, homework exercises and a list of references for that lesson.  
I highly recommend that you watch the video listed under Lesson 1: Introduction – How to Use ActivEpi Web (video) as you will find valuable information for navigating the website.  For example, ActivEpi has a great glossary.  If you click on “Glossary”, you will see clickable buttons at the top of the page for each letter of the alphabet allowing you to quickly navigate to the correct glossary section.  Under the word, you will find its definition along with clickable links to where that word is used in different lessons.  
Once you have begun a lesson, key words used in that lesson are in clickable drop-down boxes along the right side of the page providing the definition.  On each lesson page, the content is primarily delivered in a series of short videos which stop often for the viewer to absorb the content, consider a question or perform a calculation.  
Quizzes are available at the end of most lesson pages which tests the user’s understanding of the content and ability to apply that knowledge.  Quizzes are automatically graded and the users are allowed unlimited attempts.  Homework assignments are given at the end of each lesson.  Answers to the homework lessons are available upon request from the author.  
A few suggestions
I have very few complaints about this textbook.  The textbook is laid out in lessons which cover everything from measures of frequency to counterfactuals and stratified analyses.  The content is comprehensive although I would have liked to see more on basic descriptive epidemiology, surveillance, reading scientific literature and ethics. 
The first content lesson (2), introduces students to epidemiology in terms of the overall picture using one study as an example which I like conceptually.  However, I think my students would really struggle with the content on those first two pages.  Several major epidemiologic concepts are introduced including: the study question, variable measurement, study design, measures of frequency/effect, bias and data analysis.  In addition, there are links which provide information about criteria for causality and a counterfactual basis for causation.  I am concerned undergraduate students will not be able to follow this lesson without previous exposure to those concepts.  
Summary
I believe that ActivEpi is a comprehensive, accurate, informative, easy to understand online textbook with a user friendly interactive interface.  I believe instructors who teach masters level epidemiology methods courses should seriously consider using this valuable online resource.    ",4,Positive
1799,WARNING: This is a web scraped version of my textbook where the math equations are not rendering properly. DO NOT USE.,1,Negative
1800,"I like the outline format with the outcomes listed for each unit. Of particular significance is the correlation with the NFPA standards. Having taught advanced fire administration during a 16 week setting, the .pdf would be a useful tool to provide to participants. It would be beneficial to see some particular activities/assessments for this particular item.",4,Positive
1827,"Good display of the effects of interference and frequency differences and their relevance to the real world (such as in tuning musical instruments). The explanation is helpful, and there are tips on what to watch while playing with the appletTechnical Remarks: Needed to manually update changes to the frequencies of the waves, which is nice in that it doesn't eat up memory like other applets.",4,Positive
1829,"The majority of reports of breast cancer research originate from high income countries and their outcomes may not be relevant to clinicians and patients in the less well resourced low and middle income countries (LMCs). This useful site provides access to the titles and abstracts of over 5,000 published reports of breast cancer control research conducted in or relevant to (LMCs) that may otherewise be hard to identify. The Library was built as part of an international collaborative project involving teams at the Breast Global Health Initiative, International Network for Cancer Treatment and Research, and the CDC Foundation and was funded by Komen for Cure and the Office of International Affairs, National Cancer Institute, Bethesda MD.",4,Positive
1834,Great time lapse movies and some great plant information in the text as well. No other site like it. I use it in a class as the raw material for investigating plant growth.,5,Positive
1843,"I can hardly imagine that a site discussing tobacco does not include a history of health and medical-related science issues.  The name of the site does not reflect the narrow geographic coverage (i.e. NC), nor what appears to be a very biased perspective that has little, if anything, to do with good biology education.  Perhaps this site could be included under some other category such as social science, economics, history, etc.?  I would suggest leaving it to knowledgeable people in those disciplines to evaluate that possiblility.  I read some or all of the text in each section of this site.Technical Remarks: It is my observation that little, if any, content from this site would have useful applications in biology education.",1,Negative
1852,"Good collection of information but this appears to be nothing more than a website. It is marked as a social networking tool, but I was unable to find how this website was used as a social networking tool. Perhaps there are some linked from the site, but if so, they need to be more clearly designated or highlighted.",3,Neutral
1855,The 'force-ranking' card sort of career values is easy to follow and simple to use for career coaching. The downloadable MS-Word or pdf file of follow-up worksheet is a useful tool for client's learning and application to his/her decisions and conflicts that may arise.,5,Positive
1894,Part one of five interactive exercises that investigate the role of thermodynamics in cell activity. Uses simple organism to illustrate concept.  Very well written and well organized. Requires students to draw conclusions from information presennted.Technical Remarks:Requires Flash player,5,Positive
1906,PAY FOR USE SITE!,1,Neutral
1942,Good site- spent about 5minutes reviewing information. Site gives additional information on the Ethernet with the breakdown of speeds. It can be used effectivily as a learning tool.,5,Positive
1984,"I couldn't find any exercises, just the introduction to the text.  One link took me to the university of Alberta page.  The icons are not labeled; so any visitor has no idea what is offered or how.  I spent 15 minutes trying to find the learning activities.Technical Remarks: Label your links.  Take off the logos and distractions to the learning module.",1,Negative
1984,"GRIFF Several pages give the HTTP 4.04(page not found) error. Either this site is still in process or not being maintained. Nov 10, 1998",1,Neutral
2026,Sun's tutorial are always top notch.  This is a must for anyone who is about to embark on a development effort using the java enterprise edition.,5,Positive
2031,This video was created in Medical  University of the Americas in May 2011 by Med 3 Neuroscience students of Summer 2011 batch. It has been in circulation among the students since then. They find it very helpful to learn the material after they have listened to the video lecture. That is why it has been rendered online. Technical Remarks:Flash player,4,Positive
2057,"This site is not only interesting and informative, it is actually fun.  The language is clear, it gives good definitions for a beginner, and most importantly to me, it gives specific things to think about and try while in the site. Thinking about the questions provided while flipping the coins was really interesting.  This site also leads in to other related sites which build on the initial site. Because I had so much fun with the coin game I was inspired to read more about ""what is random."" This site definitely enhanced my learning experience and I would recommend it (especially for those who need a visual representation to ""get it"").Technical Remarks: This site was extremely easy to use and understand.  ",5,Positive
2074,"This is a nice demonstration of the McGurk effect, and my speech science class ""got it"" in the context of demonstrating speech perception (or mis-perception).  It was helpful only as a 5-10 minute demo, but then a lot of useful materials are only 5-10 minute demos.Technical Remarks:I don't like how it loops.  When my students had their eyes closed (as recommended), they got out of sync with their judgments with eyes open.  I was able to remedy this, of course, by simply pressing pause at the appropriate time, but it's awfully fast, and easy to miss the end-point.Another issue is that the material has an instruction to ""point here to see the syllables"" and nothing happens when you point (or click).",3,Neutral
2077,This site contains thumbnails of 20 metabolic pathways found in eukaryotes. Clicking on the thumbnail provides an online large gif that may be used to print handouts or for lecture. Each thumbnail can be downloaded and viewed at high magnification using Adobe Acrobat Reader.  Some of the pathways contain the chemical structure for each intermediate and the classification number for the enzymes that catalyze each reacion.,3,Neutral
2078,"I will use the material in discrete math class, as reference for Math logic.
The proofs are very clear",5,Positive
2079,"For me a very complete and  amazing research. It revealed  half of the works of  Servetus (10), which had been lost for more than 500 years. It reveales why  Servetus gets interested in the Trinity when he  is just 20 years old, and why he goes to Geneva, for   saving his own friends. This had never been understood before.  It also gathers all the proofs from the archives,  all primary sources, for  solving  a great  mistake,  the true name of Servetus is not "" Servetus"" it is  "" De Villanueva"".",5,Positive
2080,"This site makes microbes interesting to anyone. There is a section called the snack bar that was very interesting. It explained how we use microbes everyday in the formation of certain foods. Some of these food items, I knew used bacteria, others, like chocolate, was a surprise to learn about. Another catagory that I found to be intriquing was the studies being done regarding exterestrial microbes.This is a wonderful resource for teachers and students, perhaps best suited to teaching kids through high school(although I had a great time with the site and I'm 28). This site uses some fun drawings and has some great candid microscopic snap shots. Technical Remarks: This site is easy to navigate.  It may take you 30-45 minutes to fully explore the site but it will reinforce your knowledge of biological processes and make you have a fun time doing it.",4,Positive
2084,The link took me to a 1:57 video of her saying do not wait.,5,Neutral
2104,I'm a student at TSUM in Alabama.  We recently covered numbering system conversions in class and I spent time using this site to check some of the work I was assigned.  The site was very helpful in checking some of the larger numbers.  I feel this site will prove very useful to both teachers and students.  The site is very user friendly.,5,Positive
2105,"Quality of content: Most of the information is accurate. Some of the information does not reflect the latest reseach and meta study data.
Potential Effectiveness as a teaching/learning tool: This is not a particularly effective teaching tool as far as I could see. Perhaps this tool could be used as a jumpstart to classroom discussion.
Ease of use: It was not possible to quickly jump from one tip to the next, even after adding the tip as a favorite. In other words, the tips could not be ranked or organized in any way.",3,Neutral
2111,This applet is sort of complicated but very sufficient in representing oscillation.,5,Positive
2111,"Excellent applet on spring oscillation.  I was very impressed with thenumber of variables and situations, and the time plot was especially interesting.  Excellent applet!",5,Positive
2122,"Great for highschool, alittle to basic for college",4,Positive
2127,"8.12.1          This problem and its physlet animation is a goodattempt to visualize the fact that expansion throughheating is unique to each metal.  However, theanimation could be improved by enlarging thetemperature scale, in order to provide for moreaccuracy when estimating the temperature change in themetal bar.  Since it was mentioned what units positionand time were measured in, it could have been includedwhat units the temperature scale showed.  8.12.2        I enjoyed the animation of the growing bubble risingto the surface of the liquid to burst.  The countingvertical position scale also aided in performing theratio computation.  However, after carefullyperforming the final to initial temperature ratiocalculation, I disagree with the featured result.  Icalculated the ratio to be 6.05.   8.12.3        This animation clearly underlines the properties ofan ideal gas and is nicely done in a, however, purelyqualitative manner.  Overall, I?m not sure that theproperties of an ideal gas need this kind of elaborateillustration.  Simple pictures would have sufficed.8.12.4        The speed vs. time graph nicely illustrates thechanges in the speed of the molecules of the gaseoussubstance but aids little in showing the average speedof the molecules. This visualization could be improvedby displaying the average speed of the differentspheres at the end of the animation to assist in thecalculation of the average kinetic energy.8.12.5        In this problem, a gas is compressed at constantpressure and seemingly at the constant temperature of0 *C.  Since the container appears tight (no moleculescan escape),
 I can only ask how is this processpossible.  The pressure should have been visualized ina better manner.  The gauge added more confusion thanit cleared up.  More work needs to be done in orderfor one to make sense of this problem.  Additional Problem 1)        I had a hard time changing the temperature of the gasin theleft container in the running time provided. The running time should be increased to counteract notonly this problem, but also in order for the system tobe allowed to come to equilibrium.Additional Problem 2)        This physlet worked well and is a good illustrationof the distribution of speeds in a gas.This site could benefit from a more detaileddescription of the problems? initial conditions. Furthermore, the given answers should be accompaniedby a few sentences of explanation.  Overall, this siteneeds serious improvement to warrant its use over oreven in addition to a generic textbook.",3,Neutral
2133,"While not very interactive, the site had a ton of information about Postpartum Depression and contained resource after resource about it. I think the site would be great for anyone interested in researching Postpartum or interested in it for any reason. Including a topic for a paper. While generally not something taught in class, there is more then enough resources to creat a project for an assignment, incorporating it into the class subject (depending on what that is). I spent almost 2 hours searching through the different materials and I didn't even get halfway through!Technical Remarks: The site is very easy to use. The only irritating thing is the links are on the left (a LONG list of them) and they take up almost half the screen where the information appears... some of the colors were a little ""funky"" too.",4,Positive
2151,"With IE Explorer (Win98) I could not get applet to appear, and when pressing start the page told me that it experienced a runtime error.",1,Negative
2171,"Screencast.com is a terrific tool for storing, organizing, and sharing files with others publicly or privately.  I have used it extensively for hosting and sharing screencasts I've created for my online courses via the tools Camtasia Relay and Camtasia Studio, also produced by TechSmith.  In terms of user interface, it would be nice to be able to click and drag files into folders vs. checking boxes next to the names of files and then selecting Move.  It would also be nice to move files without worrying about potentially breaking the link to a shared file.  But overall, this tool has worked reliably for me over several years.",4,Positive
2184,"Thousands of presentations on any topic are available.  New presentations are submitted daily.  Related presentations are display for any presentation viewed.  Many of the common social networking and blogging sites are directly supported with buttons to add content.Technical Remarks:The presentations are available in Flash directly on the site.  Downloadable versions are in either PowerPoint or PDF format.  Not all presentations are downloadable.  However, code to the online version is provided in HTML and WordPress format.  The HTML code can be copied directly into a blog or a hand-coded Web page.",5,Positive
2187,Thnks fo providing this resource. ,5,Positive
2190,"This activity is used in my online classroom just to reinforce students understanding of mitosis. I do not make them learn the terms ""prophase, metaphse, anaphase, telophase"" b/c I do not think that knowing these terms helps them understand mitosis.",4,Positive
2227,I couldn't get this site to work. :o(,1,Negative
2248,This is good reference of information from SEI on the extension of PSP as the Team Software Process.,4,Positive
2250,This is not a free e-book It is instead an advertisment to join a club ,1,Negative
2253,Very interactive website for teaching basic chemical thermodynamics.,1,Positive
2270,Great lesson! Thanks for submitting.,5,Positive
2288,"Very good, realistic case study, but consisted of only a pdf file. Content is very helpful for the early nursing student.Technical Remarks:Much more technological capabilites could be incorporated. Narration would improve this immensely. Even if someone is just reading the case study like a book reader would read a story with emotion, etc. ",3,Positive
2313,"As a quick look-up for ASCII to EBCDIC conversion this is a useful, well-laid out, complete, and accurate table.As a learning object this page is not particularly useful because it does not provide a neophyte user with any explanations of the terminology and codes used. What, for example, would the term DLE Data Link Escape (CC) mean to someone unfamiliar with either ASCII or EBCDIC? Although the acromyms ASCII and EBCDIC are expanded upon, the links provided go to the parent sites (ansi.org and ibm.com, for example) rather than to pages that would explain anything about ASCII and EBCDIC encoding. My low rating reflects the fact that little, if anything, can be learned from this page. As a reference source for comparing ASCII and EBCDIC encoding it is very well done.Technical Remarks:The links for URL encoding and Quoted-Printable encoding near the top of the page are broken. The link labelled pdf for the ansi.org web site results in a page that says that the product requested is not available.",1,Negative
2326,"This site is incredibly comprehensive. the volume of examples are impressive by themselves, yet the details on each of these is also exciting. An index that is a little bit easier to navigate would be helpful, though it's hard with that much volume. very helpful for a beginnier trying to pin down exactly what characterstics make up a particular disorder, and I imagine also very helpful for a professional doing research or brushing up.",4,Positive
2362,Nice to use site for the college student.  Easy to use and very helpful,4,Positive
2364,"As a professional librarian I am concerned about this module. It promotes itself as a way to help students to effectively perform business research on the Internet. I find it completely lacking in that respect,in that it only provides a few recommended sites with no guidance or evaluation. As someone pointed out, the American Demographics site is going to be of little use without a membership. Yet a valuable site such as the Statistical Sources on the Internet site (u of mich) isn't even mentioned. Worse yet, why isn't there any mention of the university library and all of its far better business research databases. I could find more information related to this case in sources such as Company and Business Resource Center, ABI/Inform, or Business Source Elite than in all of the web sites mentioned in this module. I think it needs to be reconsidered as a Merlot resource.",1,Negative
2384,"This is actually a collection of web development tutorials. It is by far one of the best I have found. Includes introductory and advanced tutorials on server-side technologies and client-side technologies.

All sections include hands-on examples that are very easy to use.",5,Positive
2399,This is a well written and organized cite that provides scientific evidence to support the argument that HIV causes AIDS. It is written at a level that should be comprehensible to students studying the biology of AIDS.,5,Positive
2477,"Information was very useful. CSS are the new and up coming wave of the net.  This tutorial showed how to get started with the use of CSS. Content was excellent.Time Spent Reviewing Tutorial: 10-15 MinutesContent Rating: Good introduction to CSS.Usage: Personal knowledge, use in classroom or just for the person who does web pages as a hobby.Ease of Materials:  Materials were easy to follow with good and realistic examples.  Text created graphics where hard to read and interpret.Technical Remarks:Use of hypertext links from topic to topic would have been useful and helped to break up the one page presentation.",4,Positive
2481,"This is a fun if somewhat basic way to quiz for knowledge of networking terms. Graphickly, the game is very simple, but the questions are challenging.Technical Remarks: The instructions note that the game works best with Netscape 4 and I believe it. Some aspects (e.g., the ""Restart"" button) did not work at all in IE 6.",3,Neutral
2549,A very smooth running simulatin with clear graphics.  Very illustrative.  Also see the ac version of this simulation by the same author.,5,Positive
2605,This is a subscription product.,1,Neutral
2648,Dissection Video with running commentary,4,Neutral
2663,"This thorough fill-in-the-plan tutorial template can be incorporated into a webpage. As such, it also provides instructional designers with the elements that they should consider when creating a tutorial. Even if the person does not have the technical skill to embed the tutorial, the documentation is useful.",3,Neutral
2668,Thanks for sharing this excellent video about psychomotor learning at MERLOT!,4,Positive
2691,"I spent about ten minutes reading this article.  Though it doesn?t provide any technical data useful to an engineer, it is a good read from a market-place trend viewpoint.  It would have carried more value if it had spent more time on solutions, and less on detailing the problems and making predictions.",3,Neutral
2691,"1. 20 minutes.2. Good content. Achieving widespread reuse of complex software components requires a concerted focus on the fundamental design patterns that underly software systems. A design pattern is a successful solution to a set of forces and problems that arise when building software. Patterns aid the development of reusable software by expressing the structure and collaboration of components to developers at a level higher than (1) source code or (2) object-oriented design models that focus on individual objects and classes. Therefore, patterns facilitate reuse of software architecture, even when other forms of reuse are infeasible (e.g., due to fundamental differences in operating system mechanisms or programming language features).3. Effective teaching/learning resource.4. A little on the dry side, but not bad.",4,Positive
2720,"I spent about an hour and a half looking through the site.  I found many very useful activities that could be used for physical science.  I will be studying these further to design activities, assignments and labs. Technical Remarks: Most activities were easy to use and intuitive as far as what was expected.",5,Positive
2751,"This is a truly innovative and high quality resource that epitomizes the goals of the MERLOT project.  This site contains professionally reviewed lessons that are exceptionally accurate and easy to read.  These materials cover interdisciplinary topics and thus are widely applicable to core college and advanced high school courses.  This material very directly improves teaching and is relatively easy to use.  I would rate the overall effectiveness of this material as excellent.Technical Remarks: This site contains text-based lessons, an interactive glossary, animations, news stories, scientific biographies, multimedia, and practice tests all in a single understandable format.  I found the interface very easy to use with virtually no errors.  An excellent resource.",5,Positive
2760,"This disorganized website is a collection of other websites and articles.  While there may be information of value within, it will be difficult to find as the website contains broken links for websites that are no longer in use, advertisements for products (little academic value in that), and articles with no discernible author or credibility.Technical Remarks:The webpage is disorganized and cluttered with advertisements.",1,Negative
2787,This is a great event for showing the community that the library is a cool place to ride a bicycle to and reading books is cool too. There are a lot of suggested ideas for the event. ,4,Positive
